78409	79410	0	1	214	578	14.63572854	0.488482911	70	56.7	-0.103	-0.773	0.584	-0.013
79233	81918	1	3	32	0	6.367833209	0.212533165	324.5	57.5	-0.058	0.054	0.63	-0.03
82871	86493	0	2	18	0	9.386696108	0.313290905	504	57.5	-0.068	-1.416	0.599	-0.048
88715	89885	1	1	20	167	7.31853117	0.244263714	328	56.3	0.162	2.703	0.682	0.07
89543	90953	0	2	23	172	9.058823529	0.302347811	160	54.7	0.005	-0.096	0.602	-0.029
90855	91713	1	1	174	37	4.266589057	0.14240192	216	60.2	-0.04	-0.546	0.629	-0.116
92395	93440	0	1	101	195	50.49713193	1.685395159	250	57.3	0.177	2.541	0.71	0.078
93657	94310	0	1	25	107	12.11620795	0.404391248	174	53.3	0.011	0.132	0.63	0.017
98207	100273	0	1	187	95	13.60716014	0.454153354	595	58	0.171	3.818	0.704	0.098
100419	101145	0	1	63	109	8.390646492	0.280046696	185	57.1	0.013	0.16	0.639	0.044
101141	103351	1	2	118	114	39.08864767	1.304624937	316.5	54.7	-0.036	0.034	0.613	-0.001
103268	104461	0	2	53	0	3.712730318	0.123916299	259	51.7	-0.011	-0.16	0.58	-0.055
104653	108405	0	3	22	0	5.588329337	0.186516399	333	57.6	-0.074	-1.18	0.627	-0.037
108536	109977	1	3	20	30	12.22330097	0.407965591	147.333	58.4	0.107	1.011	0.68	0.09
109989	111631	1	1	23	24	3.635423007	0.121336086	532	57.1	-0.004	-0.093	0.653	0.039
113174	113815	1	2	22	117	36.72897196	1.225868265	77.5	54.95	0.137	0.91	0.679	0.07
114274	115286	1	1	25	13	4.165844028	0.139039448	325	56.7	-0.111	-1.844	0.592	-0.049
115372	116895	1	1	19	173	3.82808399	0.12776635	444	37.2	-0.484	-9.188	0.408	-0.315
116924	118710	1	1	19	283	35.47118075	1.183888154	495	56.8	0.267	5.323	0.749	0.156
118730	119323	0	1	31	5	2.744107744	0.091587497	186	59.3	-0.012	-0.153	0.595	-0.016
119502	120013	0	1	20	6	2.248046875	0.075030941	162	55.3	-0.061	-0.714	0.621	0.06
124068	126182	0	3	24	2	12.73758865	0.425130486	223	57.967	0.069	1.033	0.664	0.073
126282	127112	1	1	108	54	12.77135981	0.426257634	223	56.1	0.069	0.944	0.661	0.005
127114	128878	1	2	37	1	6.424929178	0.214438803	288.5	59.8	-0.058	-0.635	0.629	-0.01
128571	129548	0	1	139	251	14.10838446	0.470882245	196	56.5	-0.024	-0.304	0.612	-0.015
133813	136072	1	2	102	20	8.832300885	0.294787379	358	58.1	-0.092	-1.58	0.58	-0.028
135996	136720	0	1	69	20	2.270344828	0.075775159	212	59.7	0	-0.002	0.614	-0.038
138090	142165	1	2	25	59	58.88861629	1.96546982	400.667	58.1	0.108	1.837	0.659	0.008
142107	146189	0	4	206	126	19.8949302	0.664014326	310	56.7	0.08	1.439	0.638	0.053
146240	146761	1	1	28	41	8.66091954	0.289067345	151	58.5	0.056	0.625	0.628	-0.031
147126	147999	1	1	34	144	3.632723112	0.121245974	232	56	-0.106	-1.496	0.597	-0.059
148046	148598	0	1	107	113	9.790235081	0.326759445	111	53.5	0.103	0.998	0.651	0.042
148621	150239	1	1	25	49	4.442865967	0.148285348	515	51.5	-0.101	-2.122	0.593	-0.026
150187	151951	0	2	33	0	4.464589235	0.149010385	389	56.6	-0.071	-1.287	0.6	-0.048
152497	154953	1	1	30	36	4.996743997	0.166771613	797	56.1	-0.057	-1.481	0.605	-0.051
154740	156309	0	2	2	174	20.76305732	0.692988987	230	56.75	0.091	0.923	0.644	0.01
156294	157210	1	2	46	26	4.534351145	0.151338763	141.5	58.8	0.024	0.466	0.623	0.048
157136	159586	0	2	26	74	31.07017544	1.03699995	358.5	57.95	0.006	0.709	0.639	0.016
159902	161654	0	2	22	94	32.34398175	1.079514582	268.5	57.05	0.144	2.323	0.676	0.03
166602	166949	0	1	24	93	10.3362069	0.344981832	77	56.7	-0.023	-0.187	0.631	-0.059
167015	168144	1	1	50	396	16.02123894	0.534725786	228	61.7	0.088	1.251	0.639	0.014
168146	170428	1	1	30	81	12.83180026	0.428274898	724	55.5	0.239	5.81	0.714	0.091
170476	172298	1	3	22	93	68.35106967	2.281289204	185.333	55.167	-0.035	-0.294	0.631	-0.022
173091	174215	1	2	20	17	2.213333333	0.07387234	182	58.55	-0.116	-1.16	0.562	-0.025
174257	174890	1	1	54	178	18.53470032	0.618615216	134	51.7	-0.165	-1.742	0.542	0.039
174709	176513	0	2	42	0	5.978947368	0.199553689	326	57.3	0.078	1.302	0.682	0.13
176646	177121	1	1	96	26	3.090336134	0.103143235	118	49.2	0.036	0.35	0.592	-0.079
177477	179942	0	2	150	73	8.507704785	0.283953641	374.5	35.5	-0.51	-8.86	0.405	-0.32
181060	182555	1	2	18	0	4.438502674	0.148139719	130	56.9	-0.028	-0.297	0.561	-0.048
184389	185480	0	1	19	29	3.724358974	0.124304418	348	54.8	0.011	0.183	0.628	0.01
185666	187426	1	1	16	8	2.278250994	0.076039035	579	57	0.044	0.966	0.64	-0.022
190443	191706	1	1	29	86	18.93037975	0.631821435	383	58.8	0.273	4.852	0.754	0.175
191522	192536	0	2	65	188	16.41083744	0.547729047	117	51.6	-0.018	-0.164	0.606	-0.012
192615	195519	0	1	3	40	5.206540448	0.173773791	954	57.4	0.047	1.341	0.668	0.061
195581	196286	1	1	49	228	9.35694051	0.312297781	143	56.4	-0.103	-1.162	0.549	-0.091
196019	198957	0	2	24	75	8.575025519	0.286200541	474	58.25	0.142	2.877	0.687	0.086
198976	204110	0	5	21	17	8.48315482	0.28313426	340.4	58.34	0.083	1.28	0.66	0.077
204455	206072	0	2	26	28	3.953646477	0.131957131	262	58.45	-0.113	-1.427	0.607	-0.048
208797	209003	1	1	16	20	7.144927536	0.238469509	57	54.4	-0.183	-1.274	0.584	-0.116
209025	211841	1	1	31	14	2.432729854	0.081194931	924	58.2	-0.034	-0.944	0.615	0.015
211811	212451	0	1	1	13	2.998439938	0.100076103	209	57.9	-0.079	-1.053	0.593	-0.045
212474	214384	1	2	22	0	3.964416536	0.132316593	134	60.4	-0.013	-0.142	0.617	-0.02
214448	215631	1	1	23	72	9.035472973	0.301568462	363	58.5	0.177	3.07	0.707	0.147
215564	216189	0	1	1	79	3.95686901	0.132064686	182	54.2	0.079	0.974	0.603	-0.006
216433	217480	1	1	76	48	8.145038168	0.271849259	308	59.8	0.044	0.718	0.63	0.071
217201	217833	0	1	20	223	22.98420221	0.767122045	130	56.2	-0.058	-0.605	0.561	-0.112
217942	218977	0	1	13	6	3.936293436	0.131377954	339	58.3	-0.165	-2.77	0.596	-0.085
219921	220207	0	1	16	103	11.85714286	0.395744677	56	53	0.244	1.569	0.819	0.132
220278	221453	0	2	56	38	6.306972789	0.210501884	180	55.75	0.048	0.509	0.623	0.038
221454	223398	1	2	44	0	4.225192802	0.141020276	346	59.2	-0.045	-0.782	0.629	0.018
223215	224006	0	2	45	180	15.49494949	0.517160319	92	54.95	0.149	1.014	0.653	-0.013
224017	226885	1	5	43	664	57.98013245	1.935148211	128.8	54.92	-0.014	-0.139	0.617	-0.073
226210	227342	0	1	33	53	4.118270079	0.137451617	349	58.3	0.01	0.171	0.576	-0.033
227892	229317	0	1	32	47	4.837307153	0.16145024	449	58.6	-0.067	-1.32	0.612	-0.025
229484	230125	0	1	71	145	13.64174455	0.455307645	142	46.9	-0.094	-0.988	0.596	-0.07
231094	231739	1	1	68	62	6.63622291	0.221490955	172	51.9	0.017	0.198	0.652	-0.054
231983	232810	1	1	35	253	11.95289855	0.398940625	180	53.5	-0.183	-2.228	0.542	-0.221
232565	235367	0	4	25	0	23.49339993	0.784117058	223.667	58.667	0.151	1.826	0.671	0.077
235416	236978	1	1	71	124	4.003838772	0.133632351	456	57.7	0.036	0.719	0.643	0.015
237038	238278	0	1	3	128	12.01128122	0.400889208	370	55.5	-0.054	-0.967	0.602	-0.029
238325	242250	0	2	21	54	33.38028528	1.114102307	415.667	55.167	0.285	3.757	0.717	0.161
242391	244640	1	2	30	0	4.703555556	0.156986139	360	55.2	0.032	0.567	0.633	-0.058
245840	247106	1	2	11	0	5.370955012	0.179261301	262	59.7	0.018	0.257	0.657	-0.03
247772	248648	0	2	19	137	169.2314709	5.648279236	114.5	57.8	0.317	2.69	0.746	0.247
248767	251464	1	1	92	35	28.21423277	0.941679844	857	58.6	0.108	2.9	0.678	0.066
254061	254979	0	1	134	35	3.152339499	0.105212663	250	55.5	-0.056	-0.8	0.577	0.068
254876	255352	1	1	18	18	6.64360587	0.221737369	147	52.4	0.012	0.131	0.609	-0.075
255437	255860	1	1	37	54	61.09669811	2.039166885	111	53.5	0.095	0.914	0.614	0.063
255910	258458	0	1	23	51	180.3825029	6.020456716	825	56.1	0.359	9.294	0.754	0.132
258566	259201	0	1	23	13	7.658805031	0.255620714	200	59.2	0.098	1.267	0.638	-0.002
259188	262440	1	3	38	68	15.2732862	0.509762072	341.333	56.033	0.03	0.551	0.611	-0.021
262258	263250	0	2	55	127	9.906344411	0.330634717	139	58.2	0.053	0.558	0.614	-0.027
263384	264610	1	1	373	125	65.11083945	2.173143095	243	58.4	-0.003	-0.043	0.601	-0.102
264465	265943	0	2	86	17	3.853955375	0.128629835	227.5	57.5	-0.01	-0.205	0.62	-0.047
265955	270291	1	6	20	302	6.271846899	0.20932952	223.5	52.267	-0.065	-0.631	0.599	-0.088
269838	271482	0	1	9	163	8.427355623	0.281271902	491	54	-0.077	-1.573	0.58	-0.062
273642	275758	1	2	15	0	3.486065187	0.116351111	166	57.4	0.057	0.675	0.647	0.019
275749	279505	0	3	83	19	16.43891403	0.548666133	402.667	59.167	0.128	2.461	0.661	0.111
280663	282592	1	4	38	0	22.06321244	0.736383038	112.667	53.867	-0.052	-0.512	0.623	0.007
284097	288139	1	2	51	0	20.90155825	0.697611602	949	55.4	0.195	5.391	0.705	0.074
288292	289768	1	2	20	8	11.46106974	0.382525318	241	56.3	-0.077	-1.085	0.582	-0.05
289571	290113	0	1	18	186	11.03130755	0.368181551	113	52.2	0.012	0.118	0.589	-0.01
290196	294784	1	3	198	19	54.86424058	1.831152026	448.667	58.6	0.147	2.132	0.677	0.07
294788	296809	1	1	84	96	74.22156281	2.477223118	614	57.9	0.417	9.389	0.798	0.219
296949	299538	0	3	103	31	9.334749035	0.311557117	270.667	58.433	0.009	0.196	0.614	0.039
299598	300491	1	1	30	501	26.9787472	0.900444207	121	56.7	0.11	1.088	0.696	0.083
299962	301482	0	1	35	46	2.667981591	0.089046706	480	56.6	-0.094	-1.915	0.6	0.011
302816	303529	1	1	17	49	30.98179272	1.034050083	216	57.4	0.031	0.413	0.628	-0.004
303531	304388	1	1	284	343	18.74125874	0.625509322	90	51.3	-0.193	-1.668	0.544	-0.123
304554	309179	0	3	136	156	14.8406831	0.495323487	474.667	56.767	0.051	1.135	0.633	0.038
309413	311752	0	3	44	60	9.063247863	0.302495478	246	58.5	-0.034	-0.504	0.613	-0.028
311743	312338	1	1	19	64	17.61241611	0.587833006	171	54	0.039	0.47	0.629	-0.027
312372	314765	0	3	142	31	59.88680033	1.998785267	235.333	55.867	0.007	0.307	0.63	-0.022
314866	316980	1	3	31	0	8.54893617	0.285329782	152.5	56.95	0.079	0.917	0.627	0.039
316991	318015	1	1	19	7	3.156097561	0.105338092	333	59.7	0.061	1.027	0.674	-0.013
318019	318605	0	1	120	128	244.9318569	8.174859641	113	53.1	0.303	2.857	0.771	0.141
318626	320804	0	2	0	53	10.99219826	0.366876237	457	58.4	-0.017	-0.336	0.626	-0.038
319708	323628	0	4	213	338	393.9487376	13.14845556	208	56.52	0.269	2.977	0.685	0.147
323717	326017	0	1	119	64	172.698392	5.763991392	706	57.2	0.269	6.564	0.731	0.136
326085	327373	1	1	28	16	3.888285493	0.129775639	415	58.5	0.054	1.015	0.649	0.06
327391	333462	1	8	3	54	141.9897892	4.739059312	231	55.475	0.236	3.381	0.694	0.083
333485	336207	1	4	32	2	6.683804627	0.223079045	212.75	58.25	-0.009	-0.241	0.616	0.004
336281	336616	1	1	82	26	5.889880952	0.196581003	76	56.6	0.256	2.001	0.66	0.03
336625	337128	1	1	29	73	79.93849206	2.668031675	134	56.5	0.174	1.854	0.669	-0.02
337319	339327	0	2	21	89	11.16426083	0.372619007	302.5	58.65	-0.075	-1.133	0.596	-0.054
339300	340526	1	1	52	74	41.52241239	1.385854407	157.5	57.75	0.339	2.338	0.756	0.266
340583	341785	0	1	17	115	19.45220283	0.649237832	357	58.4	0.212	3.639	0.698	0.138
341831	342844	0	1	401	52	10.74063116	0.358479919	187	56.1	0.08	1.013	0.613	0.012
342793	344840	1	2	0	8	3.975585938	0.132689383	378	56.5	0.032	0.584	0.657	0.045
346811	349217	0	3	71	21	11.27918571	0.376454746	252	55.967	0.025	-0.511	0.632	0.044
349862	351298	0	1	20	13	5.299234516	0.176867554	468	59.4	0.01	0.192	0.613	0.019
352006	353229	1	1	20	22	6.029411765	0.201237991	394	57	-0.064	-1.178	0.619	0.018
354481	357426	1	5	51	121	38.04480652	1.269785635	153	55.6	0.105	1.031	0.651	0.045
357492	359803	1	1	57	71	4.915657439	0.164065263	728	53.8	-0.081	-2.02	0.56	-0.077
359760	360712	0	1	22	7	2.834207765	0.09459468	308	56.1	-0.081	-1.32	0.58	-0.092
362088	366022	1	3	59	7	7.585768742	0.253183051	406.667	55.867	0.022	0.465	0.635	0.014
366034	366920	1	1	19	67	3.92897407	0.131133663	267	49.3	-0.214	-3.214	0.5	-0.116
366683	368626	0	2	52	55	10.92644033	0.364681496	262	47.95	-0.165	-2.644	0.528	-0.1
368902	372407	0	3	201	27	16.52424415	0.551514116	364.667	58.867	-0.073	-1.183	0.591	-0.051
372522	375087	1	3	10	259	17.56936867	0.586396252	247	57.033	0.029	0.366	0.621	-0.003
374664	376470	0	1	22	368	38.73713337	1.292892775	141	51.733	-0.149	-1.696	0.532	-0.078
378931	380948	1	2	50	47	9.180872151	0.306421313	319.5	58	0.016	0.484	0.588	-0.017
380830	382021	0	1	30	40	2.713087248	0.090552155	374	55.8	-0.098	-1.768	0.563	-0.092
381593	382359	1	1	488	27	5.976531943	0.199473071	84	57.5	0.095	0.795	0.629	0.077
382249	385275	0	2	150	54	9.653782623	0.3222052	455.5	58.85	-0.027	-0.561	0.622	-0.027
385344	386562	0	1	34	6	3.11730927	0.104043492	393	61.4	0.021	0.397	0.649	0.064
387265	388243	0	1	23	89	4.668028601	0.155800389	289	57.9	0.134	2.094	0.647	0.138
388468	389714	1	1	26	96	14.86928629	0.496278148	375	56.9	-0.105	-1.891	0.588	-0.026
389919	392924	1	2	34	1	5.634065203	0.188042882	489	57.5	0.033	0.665	0.642	-0.023
392929	393524	1	1	61	76	27.13758389	0.905745549	153	52.7	0.057	0.629	0.638	0.038
393625	395828	0	1	97	168	16.43511797	0.548539436	204.667	56.733	0.04	0.527	0.627	0.045
396679	398737	0	3	228	193	14.10587664	0.470798544	180	55.9	-0.057	-0.453	0.607	-0.014
398835	399869	1	1	35	1	3.390338164	0.11315612	333	57	-0.094	-1.573	0.601	-0.025
399909	400447	1	1	44	93	12.47309833	0.416302842	134	55	-0.177	-1.843	0.599	-0.107
399933	400694	0	1	23	496	51.92782152	1.733145936	107.5	56.3	-0.075	-0.806	0.61	-0.014
401288	402170	0	2	148	176	6.633069083	0.221385692	93	39.9	-0.281	-2.432	0.512	-0.143
402178	403768	0	3	0	13	17.68887492	0.590384899	188.5	58.05	0.011	0.251	0.626	0.061
404889	406164	0	1	19	279	27.54153605	0.91922788	326	58.3	-0.189	-3.145	0.517	-0.135
406350	408868	1	3	39	24	387.0345375	12.91768682	249.333	54.367	0.042	0.645	0.652	0.014
408863	409933	0	1	30	78	7.993464052	0.266790313	321	59.8	0.132	2.176	0.672	0.087
409949	411978	0	2	32	2	5.898522167	0.196869413	327.5	56.4	-0.034	-0.343	0.619	0.041
412118	413350	1	1	29	61	15.73317113	0.525111218	381	54.7	-0.082	-1.501	0.594	-0.053
413306	413652	0	1	38	90	110.7694524	3.697047568	73	54.8	0.042	0.322	0.611	-0.015
413831	415001	1	1	42	46	818.8744663	27.33080094	361	55.2	0.542	9.423	0.789	0.233
414996	415460	0	1	19	68	74.53333333	2.487628789	126	48.1	-0.048	-0.487	0.593	0.036
415516	416972	0	2	21	19	5.550446122	0.185252007	233.5	57.3	0.06	0.867	0.659	0.069
416783	419267	0	2	47	199	20.05794769	0.669455207	361.5	60.1	0.169	2.443	0.684	0.063
419346	423309	1	3	36	64	20.36478305	0.679696162	431	57.233	0.053	1.229	0.645	0.002
423596	425312	1	1	36	472	16.17763541	0.539945683	403	54.2	-0.117	-2.134	0.6	-0.062
424844	426899	1	2	213	69	9.075389105	0.302900705	294	57.25	-0.047	-0.733	0.6	-0.059
427463	428496	1	2	0	1	2.435203095	0.081277478	169	39.6	-0.375	-4.374	0.425	-0.162
428494	430706	0	1	233	117	10.09896069	0.337063489	303	57.7	0.04	0.524	0.635	0.022
430492	431266	1	1	31	75	5.259354839	0.175536527	223	58.9	0.012	0.161	0.617	-0.039
431356	433012	1	1	102	61	299.5286663	9.997085869	498	55	0.329	6.719	0.694	0.098
432973	435071	0	2	31	103	34.48118152	1.150845883	321	59.5	0.21	3.703	0.686	0.12
435379	438651	0	4	23	4	33.76015888	1.12678099	261.75	58.725	0.144	1.618	0.689	0.057
437320	440316	0	2	21	214	26.43109776	0.882165828	297	57.7	0.18	2.425	0.707	0.133
441834	443326	1	1	188	90	6.826523778	0.227842447	405	56.7	0.04	0.747	0.62	0.024
445170	445404	1	1	39	58	492.9744681	16.453544	46	53.6	0.357	2.21	0.713	0.148
445506	446245	1	1	56	66	8.201351351	0.273728771	206	46.8	-0.23	-3.057	0.481	-0.235
446103	448189	0	2	23	112	6.957834212	0.232225072	324.5	56.95	0.085	1.444	0.664	0.084
448820	449315	0	1	2	56	5.931451613	0.197968468	146	57.8	0.011	0.128	0.565	0.144
449370	451804	0	4	56	0	18.75646817	0.626016953	179.333	54.7	0.055	0.553	0.644	0.04
451813	454224	1	1	25	137	13.83955224	0.461909686	750	58.6	0.018	0.449	0.623	0.013
453959	456731	0	3	67	45	30.60223585	1.021381971	297	58.667	0.088	0.953	0.654	0.071
457194	458770	1	2	17	58	12.09638554	0.403729654	227.5	57.3	-0.041	-0.334	0.602	-0.03
458785	460264	1	1	10	62	22.15540541	0.739460076	222	55.4	0.057	1.136	0.671	0.102
460227	463801	0	2	52	69	30.93762238	1.032575851	187.333	55.85	0.206	1.98	0.69	0.108
463876	466920	1	2	25	92	9.82134647	0.327797821	475	55.05	-0.046	-1.038	0.608	-0.065
466721	469366	0	2	147	283	20.38473167	0.680361968	369	57	-0.061	-1.168	0.588	-0.054
470935	473580	1	2	40	26	6.032123961	0.201328514	429	58.55	-0.018	-0.322	0.623	-0.009
473353	474207	0	1	35	157	18.04912281	0.602408553	221	55.2	0.22	2.983	0.7	0.157
474280	475990	1	1	36	346	9.92226768	0.331166173	443	59.7	0.058	1.108	0.665	0.003
475660	477065	0	1	21	5	11.17780939	0.373071204	460	57.2	0.069	1.364	0.683	0.08
477172	479605	1	1	223	165	12.10065735	0.403872231	682	43.6	-0.26	-6.207	0.505	-0.214
479657	480318	1	1	43	481	28.08912387	0.937504202	46	54.3	0.312	1.947	0.728	0.223
480952	482457	1	1	15	6	2.974103586	0.099263851	495	55.8	0.036	0.719	0.664	-0.036
482445	483538	0	2	21	186	36.03107861	1.202575337	148.5	57.9	-0.299	-3.396	0.516	-0.158
483622	484524	0	2	20	12	18.08194906	0.603504164	144.5	56.45	0.113	0.945	0.634	0.066
487221	488421	0	1	51	154	6.84429642	0.228435628	332	57.4	0.021	0.345	0.644	0.002
488464	489505	0	2	22	6	3.906909789	0.130397244	167.5	58.45	0.08	0.771	0.627	0.062
490017	492908	0	3	41	57	29.14004149	0.972579689	296	57.567	0.173	3.135	0.729	0.103
492988	495982	1	4	0	49	10.06076795	0.335788766	239.333	57.4	0.073	1.025	0.675	0.045
495929	497597	0	2	18	1	14.01617735	0.467804736	271.5	58.55	0.044	0.602	0.637	0.058
496472	504419	0	6	86	130	11.40941117	0.380801159	353	57.786	0.006	0.107	0.624	0.008
504368	505571	1	1	25	15	3.699335548	0.123469234	388	54.1	0.028	0.503	0.624	-0.062
505575	507440	1	3	45	18	5.002143623	0.166951831	194.333	57.433	-0.065	-0.799	0.6	-0.042
507914	508505	1	1	27	193	6.427364865	0.214520097	124	56.7	-0.07	-0.712	0.6	-0.068
508229	508762	0	1	59	85	9.428838951	0.314697467	130	56.9	-0.034	-0.359	0.621	-0.009
508783	510360	0	2	28	12	6.954372624	0.232109538	252.5	54.5	-0.04	-0.497	0.601	-0.027
510411	511303	1	1	1	10	2.493840985	0.083234579	294	52.3	-0.037	-0.581	0.589	-0.023
511367	512260	0	1	26	31	6.822147651	0.22769639	279	50.8	-0.183	-2.877	0.513	-0.134
513581	515288	1	2	31	0	5.796252927	0.193456069	240	57.8	-0.126	-1.8	0.582	-0.087
515293	516326	1	1	20	150	15.34526112	0.512164311	288	53.2	-0.195	-3.062	0.583	-0.117
516390	519441	0	4	108	24	110.4918087	3.687780916	230.25	49.1	-0.044	-0.426	0.571	-0.045
519643	523582	1	2	149	74	61.13451777	2.040429156	389.333	56.6	0.322	5.295	0.772	0.234
524352	526210	1	2	15	1148	8.887036041	0.296614222	115.5	49.9	-0.269	-2.437	0.484	-0.217
525271	526390	1	1	89	137	11.25089286	0.375510443	298	56.4	0.072	1.135	0.673	0.088
526223	526833	0	1	20	27	5.605564648	0.187091646	188	59	0.02	0.259	0.634	0.089
526862	527841	1	2	0	6	7.994897959	0.266838171	231	57.6	-0.196	-2.778	0.541	-0.07
527857	530063	1	1	19	40	4.453556865	0.148642168	716	56.2	-0.011	-0.278	0.597	-0.016
530531	531790	0	1	7	92	16.48650794	0.55025463	387	59.5	-0.051	-0.918	0.616	0.085
531868	533096	1	2	16	59	13.544345	0.452056832	191	56.95	-0.047	-0.306	0.594	-0.05
533513	533996	1	1	57	55	449.0950413	14.98902174	124	58.1	0.064	0.651	0.635	-0.008
534049	535283	1	1	18	98	6.105263158	0.203769612	373	58.6	-0.001	-0.016	0.645	-0.004
535091	536910	0	1	376	91	11.11098901	0.370841004	451	60.7	0.069	1.335	0.667	0.052
538321	539243	0	1	24	185	18.79739978	0.627383088	238	54.2	-0.137	-1.937	0.623	-0.014
539341	540400	1	1	73	103	22.3245283	0.745104731	134.5	61.2	-0.049	-0.204	0.626	-0.021
540118	541979	0	2	0	231	12.18528464	0.406696756	298	57.9	0.012	0.189	0.643	0.081
541898	543669	1	2	156	73	14.13995485	0.47193594	242	54.6	0.04	0.495	0.642	0.025
543589	545701	0	1	47	65	3.922858495	0.130929549	667	51.2	-0.04	-0.932	0.624	-0.027
545756	546526	1	1	18	39	6.784695201	0.226446374	238	56.4	0.077	1.093	0.656	0.072
546531	548062	1	2	57	45	12.89947781	0.430533708	236.5	55.55	0.069	0.968	0.657	0.03
547855	551672	0	3	19	164	19.09769513	0.637405763	400.333	56.2	0.013	0.176	0.625	0.016
551825	555238	0	3	104	53	7.063561804	0.235753842	351	56.4	0.045	1.103	0.654	0.049
555276	555536	0	1	3	21	4.463601533	0.14897742	79	53.2	0.006	0.045	0.592	-0.058
557200	560010	1	2	0	394	20.64318748	0.688988204	230	54.35	0.138	1.846	0.653	0.11
558363	560960	1	2	45	195	19.59661278	0.654057667	390.5	56.6	0.09	1.654	0.656	0.041
560616	563006	0	2	25	104	11.51484734	0.384320202	361	56.4	-0.035	-0.077	0.611	-0.023
564097	565308	1	1	26	91	17.93564356	0.598621064	365	57.7	0.164	2.876	0.69	0.082
565318	566096	0	1	17	36	10.7843389	0.359938711	242	53	0.077	1.079	0.68	0.118
566121	567475	0	1	87	47	65.68634686	2.192351263	407	56.3	-0.045	-0.842	0.587	-0.049
573835	576651	1	1	19	68	7.300319489	0.24365588	910	48.9	-0.187	-5.083	0.546	-0.142
576599	578095	0	1	255	66	27.88376754	0.930650218	392	56.9	-0.015	-0.266	0.624	-0.023
578594	579489	1	2	26	191	12.18191964	0.406584445	112.5	56.1	-0.005	-0.041	0.608	-0.091
579312	581191	0	2	17	0	4.730319149	0.157879402	251	56.4	0.117	1.717	0.666	0.121
581198	583434	0	2	36	7	8.825212338	0.294550791	371	57.95	-0.015	-0.643	0.618	-0.011
584412	585293	0	1	29	13	3.343537415	0.111594096	280	57.5	0.038	0.579	0.651	-0.105
585681	587529	1	1	20	56	21.63547864	0.72210697	591	59.2	0.096	2.165	0.59	-0.021
587649	588433	0	1	29	153	12.23694268	0.408420898	201	57.4	-0.101	-1.306	0.59	-0.005
590846	592822	0	2	71	0	14.53667172	0.485176785	431	56.1	0.153	2.904	0.718	0.131
